area_name,area_type,ref_period,crime_or_offence,measure_type,value
Moray,Local Authority,2006/2007,crimes-group-5-other-crimes-against-society,count,7
Glasgow City,Local Authority,2006/2007,crimes-group-2-sexual-assault,count,459
Glasgow City,Local Authority,2006/2007,all-group-2-sexual-crimes,count,1159
Glasgow City,Local Authority,2006/2007,all-group-1-non-sexual-crimes-of-violence,count,17071
Glasgow City,Local Authority,2006/2007,all-group-3-crimes-of-dishonesty,count,32756
Moray,Local Authority,2006/2007,crimes-group-5-weapons-possession-not-used,count,104
Moray,Local Authority,2006/2007,crimes-group-5-drugs-supply,count,70
Glasgow City,Local Authority,2006/2007,crimes-group-3-housebreaking,count,5285
Glasgow City,Local Authority,2006/2007,crimes-group-2-crimes-associated-with-prostitution,count,317
Moray,Local Authority,2006/2007,crimes-group-5-drugs-possession,count,277
Glasgow City,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,51
Angus,Local Authority,2006/2007,crimes-group-1-robbery,count,22
Angus,Local Authority,2006/2007,all-group-3-crimes-of-dishonesty,count,2554
Angus,Local Authority,2006/2007,crimes-group-2-rape-attempted-rape,count,14
Angus,Local Authority,2006/2007,all-group-1-non-sexual-crimes-of-violence,count,1496
Angus,Local Authority,2006/2007,all-group-2-sexual-crimes,count,139
Angus,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,13
Moray,Local Authority,2006/2007,crimes-group-2-rape-attempted-rape,count,17
Angus,Local Authority,2006/2007,crimes-group-2-sexual-assault,count,101
Angus,Local Authority,2006/2007,crimes-group-2-crimes-associated-with-prostitution,count,0
North Lanarkshire,Local Authority,2006/2007,crimes-group-1-serious-assault-and-attempted-murder,count,513
North Lanarkshire,Local Authority,2006/2007,crimes-group-1-causing-death-by-driving-dangerously,count,2
North Lanarkshire,Local Authority,2006/2007,crimes-group-1-other-non-sexual-violence,count,180
North Lanarkshire,Local Authority,2006/2007,crimes-group-1-common-assault,count,5064
Argyll and Bute,Local Authority,2006/2007,crimes-group-3-fraud,count,83
Falkirk,Local Authority,2006/2007,crimes-group-1-causing-death-by-driving-dangerously,count,1
North Lanarkshire,Local Authority,2006/2007,crimes-group-1-murder-and-culpable-homicide,count,10
Argyll and Bute,Local Authority,2006/2007,crimes-group-3-other-theft,count,842
Angus,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,578
Angus,Local Authority,2006/2007,crimes-group-4-fire-raising,count,71
Angus,Local Authority,2006/2007,offences-group-6-urinating-etc,count,286
Angus,Local Authority,2006/2007,crimes-group-3-fraud,count,157
Angus,Local Authority,2006/2007,crimes-group-3-other-dishonesty,count,104
Angus,Local Authority,2006/2007,offences-group-6-threatening-and-abusive-behaviour,count,2032
Angus,Local Authority,2006/2007,crimes-group-5-other-crimes-against-society,count,2
Angus,Local Authority,2006/2007,offences-group-8-driving-under-the-influence,count,291
Angus,Local Authority,2006/2007,offences-group-8-dangerous-and-careless-driving,count,339
Moray,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,25
Angus,Local Authority,2006/2007,crimes-group-3-housebreaking,count,334
Moray,Local Authority,2006/2007,crimes-group-2-sexual-assault,count,58
Moray,Local Authority,2006/2007,crimes-group-2-crimes-associated-with-prostitution,count,0
Angus,Local Authority,2006/2007,crimes-group-3-shoplifting,count,552
Angus,Local Authority,2006/2007,crimes-group-3-other-theft,count,1074
Angus,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,122
Angus,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,83
Perth and Kinross,Local Authority,2006/2007,crimes-group-4-fire-raising,count,68
Renfrewshire,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,14
Stirling,Local Authority,2006/2007,all-crimes,count,7528
Renfrewshire,Local Authority,2006/2007,crimes-group-2-sexual-assault,count,69
Renfrewshire,Local Authority,2006/2007,crimes-group-2-crimes-associated-with-prostitution,count,0
Renfrewshire,Local Authority,2006/2007,crimes-group-3-housebreaking,count,1203
Renfrewshire,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,215
Stirling,Local Authority,2006/2007,all-group-1-non-sexual-crimes-of-violence,count,1537
Stirling,Local Authority,2006/2007,all-group-2-sexual-crimes,count,85
Renfrewshire,Local Authority,2006/2007,all-group-2-sexual-crimes,count,133
Renfrewshire,Local Authority,2006/2007,all-group-3-crimes-of-dishonesty,count,6727
Renfrewshire,Local Authority,2006/2007,all-crimes,count,17082
Renfrewshire,Local Authority,2006/2007,all-group-1-non-sexual-crimes-of-violence,count,3088
Falkirk,Local Authority,2006/2007,crimes-group-1-robbery,count,33
Falkirk,Local Authority,2006/2007,crimes-group-2-rape-attempted-rape,count,55
Renfrewshire,Local Authority,2006/2007,crimes-group-1-robbery,count,198
Renfrewshire,Local Authority,2006/2007,crimes-group-2-rape-attempted-rape,count,23
Angus,Local Authority,2006/2007,all-crimes,count,7457
Renfrewshire,Local Authority,2006/2007,crimes-group-3-shoplifting,count,1017
North Lanarkshire,Local Authority,2006/2007,crimes-group-4-vandalism,count,8899
Fife,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,789
Perth and Kinross,Local Authority,2006/2007,crimes-group-3-fraud,count,249
North Lanarkshire,Local Authority,2006/2007,crimes-group-2-indecent-photos-of-children,count,0
North Lanarkshire,Local Authority,2006/2007,crimes-group-2-causing-to-view-sexual-activity-or-images,count,56
North Lanarkshire,Local Authority,2006/2007,all-group-4-damage-and-reckless-behaviour,count,9491
North Lanarkshire,Local Authority,2006/2007,crimes-group-3-theft-of-a-motor-vehicle,count,1076
Argyll and Bute,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,86
Argyll and Bute,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,57
Aberdeen City,Local Authority,2006/2007,all-crimes,count,27525
Falkirk,Local Authority,2006/2007,crimes-group-1-serious-assault-and-attempted-murder,count,102
Perth and Kinross,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,186
Argyll and Bute,Local Authority,2006/2007,crimes-group-3-shoplifting,count,191
Renfrewshire,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,857
Orkney Islands,Local Authority,2006/2007,offences-group-6-urinating-etc,count,14
Midlothian,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,390
Midlothian,Local Authority,2006/2007,crimes-group-4-fire-raising,count,102
Midlothian,Local Authority,2006/2007,offences-group-6-urinating-etc,count,7
Perth and Kinross,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,9
Fife,Local Authority,2006/2007,crimes-group-3-fraud,count,710
Perth and Kinross,Local Authority,2006/2007,crimes-group-3-housebreaking,count,389
Moray,Local Authority,2006/2007,crimes-group-3-housebreaking,count,534
Inverclyde,Local Authority,2006/2007,crimes-group-1-murder-and-culpable-homicide,count,7
Fife,Local Authority,2006/2007,crimes-group-3-housebreaking,count,2328
Dundee City,Local Authority,2006/2007,all-group-1-non-sexual-crimes-of-violence,count,3138
Dundee City,Local Authority,2006/2007,all-crimes,count,18264
Dundee City,Local Authority,2006/2007,all-group-3-crimes-of-dishonesty,count,7710
Dundee City,Local Authority,2006/2007,all-group-2-sexual-crimes,count,226
Argyll and Bute,Local Authority,2006/2007,offences-group-6-urinating-etc,count,145
Fife,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,64
Argyll and Bute,Local Authority,2006/2007,crimes-group-4-fire-raising,count,49
Argyll and Bute,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,607
Moray,Local Authority,2006/2007,crimes-group-4-vandalism,count,1955
Moray,Local Authority,2006/2007,all-group-4-damage-and-reckless-behaviour,count,2033
Moray,Local Authority,2006/2007,crimes-group-4-reckless-conduct,count,11
Moray,Local Authority,2006/2007,crimes-group-2-indecent-photos-of-children,count,0
Moray,Local Authority,2006/2007,crimes-group-3-theft-of-a-motor-vehicle,count,230
Moray,Local Authority,2006/2007,crimes-group-3-shoplifting,count,308
Glasgow City,Local Authority,2006/2007,offences-group-6-urinating-etc,count,1661
Moray,Local Authority,2006/2007,all-group-5-crimes-against-society,count,942
Moray,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,82
Moray,Local Authority,2006/2007,crimes-group-1-causing-death-by-driving-dangerously,count,2
Fife,Local Authority,2006/2007,crimes-group-4-fire-raising,count,386
Moray,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,158
Moray,Local Authority,2006/2007,crimes-group-1-murder-and-culpable-homicide,count,2
Moray,Local Authority,2006/2007,crimes-group-1-other-non-sexual-violence,count,44
Moray,Local Authority,2006/2007,crimes-group-2-causing-to-view-sexual-activity-or-images,count,13
Moray,Local Authority,2006/2007,crimes-group-1-serious-assault-and-attempted-murder,count,43
Moray,Local Authority,2006/2007,crimes-group-1-common-assault,count,1394
Angus,Local Authority,2006/2007,crimes-group-2-causing-to-view-sexual-activity-or-images,count,11
Angus,Local Authority,2006/2007,crimes-group-2-indecent-photos-of-children,count,0
Renfrewshire,Local Authority,2006/2007,crimes-group-3-other-dishonesty,count,176
Angus,Local Authority,2006/2007,all-group-4-damage-and-reckless-behaviour,count,1958
Angus,Local Authority,2006/2007,crimes-group-3-theft-of-a-motor-vehicle,count,128
Angus,Local Authority,2006/2007,crimes-group-1-serious-assault-and-attempted-murder,count,67
Angus,Local Authority,2006/2007,crimes-group-1-causing-death-by-driving-dangerously,count,0
Angus,Local Authority,2006/2007,crimes-group-1-other-non-sexual-violence,count,49
Angus,Local Authority,2006/2007,crimes-group-1-common-assault,count,1358
Angus,Local Authority,2006/2007,crimes-group-5-weapons-possession-not-used,count,72
Renfrewshire,Local Authority,2006/2007,crimes-group-3-other-theft,count,2355
Angus,Local Authority,2006/2007,crimes-group-5-drugs-possession,count,482
Angus,Local Authority,2006/2007,crimes-group-5-drugs-supply,count,176
Angus,Local Authority,2006/2007,crimes-group-4-reckless-conduct,count,56
Angus,Local Authority,2006/2007,crimes-group-4-vandalism,count,1831
Angus,Local Authority,2006/2007,all-group-5-crimes-against-society,count,1310
Renfrewshire,Local Authority,2006/2007,crimes-group-3-fraud,count,226
Falkirk,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,170
Argyll and Bute,Local Authority,2006/2007,crimes-group-3-other-dishonesty,count,60
Dundee City,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,9
Falkirk,Local Authority,2006/2007,crimes-group-3-housebreaking,count,755
Falkirk,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,140
Dundee City,Local Authority,2006/2007,crimes-group-2-rape-attempted-rape,count,33
Dundee City,Local Authority,2006/2007,crimes-group-1-robbery,count,134
Dundee City,Local Authority,2006/2007,crimes-group-2-crimes-associated-with-prostitution,count,18
Dundee City,Local Authority,2006/2007,crimes-group-2-sexual-assault,count,144
Renfrewshire,Local Authority,2006/2007,crimes-group-4-fire-raising,count,184
Renfrewshire,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,888
Angus,Local Authority,2006/2007,crimes-group-1-murder-and-culpable-homicide,count,0
Falkirk,Local Authority,2006/2007,crimes-group-1-murder-and-culpable-homicide,count,1
Falkirk,Local Authority,2006/2007,crimes-group-2-crimes-associated-with-prostitution,count,2
Falkirk,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,17
Renfrewshire,Local Authority,2006/2007,offences-group-6-urinating-etc,count,119
Falkirk,Local Authority,2006/2007,crimes-group-2-sexual-assault,count,160
Renfrewshire,Local Authority,2006/2007,offences-group-6-threatening-and-abusive-behaviour,count,2672
Renfrewshire,Local Authority,2006/2007,crimes-group-5-other-crimes-against-society,count,16
Renfrewshire,Local Authority,2006/2007,offences-group-8-driving-under-the-influence,count,394
Renfrewshire,Local Authority,2006/2007,offences-group-8-dangerous-and-careless-driving,count,397
Renfrewshire,Local Authority,2006/2007,crimes-group-5-drugs-supply,count,635
Renfrewshire,Local Authority,2006/2007,crimes-group-5-weapons-possession-not-used,count,397
Renfrewshire,Local Authority,2006/2007,crimes-group-5-drugs-possession,count,1124
West Dunbartonshire,Local Authority,2006/2007,crimes-group-5-drugs-possession,count,995
West Dunbartonshire,Local Authority,2006/2007,crimes-group-5-other-crimes-against-society,count,5
West Dunbartonshire,Local Authority,2006/2007,crimes-group-5-drugs-supply,count,305
West Dunbartonshire,Local Authority,2006/2007,offences-group-8-dangerous-and-careless-driving,count,223
West Dunbartonshire,Local Authority,2006/2007,offences-group-8-driving-under-the-influence,count,264
West Dunbartonshire,Local Authority,2006/2007,offences-group-6-threatening-and-abusive-behaviour,count,2597
South Ayrshire,Local Authority,2006/2007,all-group-5-crimes-against-society,count,1496
South Ayrshire,Local Authority,2006/2007,crimes-group-4-reckless-conduct,count,38
South Ayrshire,Local Authority,2006/2007,crimes-group-5-weapons-possession-not-used,count,183
South Ayrshire,Local Authority,2006/2007,all-group-4-damage-and-reckless-behaviour,count,2754
South Ayrshire,Local Authority,2006/2007,crimes-group-3-theft-of-a-motor-vehicle,count,174
South Ayrshire,Local Authority,2006/2007,crimes-group-4-vandalism,count,2652
South Ayrshire,Local Authority,2006/2007,offences-group-8-dangerous-and-careless-driving,count,209
South Ayrshire,Local Authority,2006/2007,offences-group-6-threatening-and-abusive-behaviour,count,1957
South Ayrshire,Local Authority,2006/2007,offences-group-8-driving-under-the-influence,count,274
South Ayrshire,Local Authority,2006/2007,crimes-group-5-drugs-possession,count,657
South Ayrshire,Local Authority,2006/2007,crimes-group-5-drugs-supply,count,172
South Ayrshire,Local Authority,2006/2007,crimes-group-5-other-crimes-against-society,count,6
East Renfrewshire,Local Authority,2006/2007,crimes-group-4-fire-raising,count,50
East Renfrewshire,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,243
East Renfrewshire,Local Authority,2006/2007,crimes-group-3-fraud,count,47
East Renfrewshire,Local Authority,2006/2007,crimes-group-3-other-dishonesty,count,62
Perth and Kinross,Local Authority,2006/2007,crimes-group-1-robbery,count,31
West Dunbartonshire,Local Authority,2006/2007,crimes-group-1-murder-and-culpable-homicide,count,4
East Renfrewshire,Local Authority,2006/2007,offences-group-6-urinating-etc,count,41
East Renfrewshire,Local Authority,2006/2007,crimes-group-3-housebreaking,count,431
East Renfrewshire,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,47
East Renfrewshire,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,0
East Renfrewshire,Local Authority,2006/2007,crimes-group-3-shoplifting,count,219
East Renfrewshire,Local Authority,2006/2007,crimes-group-3-other-theft,count,709
East Renfrewshire,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,183
West Dunbartonshire,Local Authority,2006/2007,all-group-4-damage-and-reckless-behaviour,count,3000
West Dunbartonshire,Local Authority,2006/2007,crimes-group-4-vandalism,count,2732
West Dunbartonshire,Local Authority,2006/2007,crimes-group-3-theft-of-a-motor-vehicle,count,283
West Dunbartonshire,Local Authority,2006/2007,all-group-5-crimes-against-society,count,2329
